index,role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text
208,farm worker,"['farm worker', 'farmgirl', 'farmboy']","I have been travelling the highways and bi-ways of Australia for nearly twenty years, formerly as an itinerant farm worker but now as a semi-retired grey nomad.","I have been travelling the highways and bi-ways of Australia for nearly twenty years, formerly as an itinerant [ROLE NOUN] but now as a semi-retired grey nomad.",simple,"I have been travelling the highways and bi-ways of Australia for nearly twenty years, formerly as an itinerant farm worker but now as a semi-retired grey nomad. I am a"
209,farm worker,"['farm worker', 'farmgirl', 'farmboy']","Starting a new life I become a farm worker, later cheese maker.","Starting a new life I become a [ROLE NOUN], later cheese maker.",simple,"Starting a new life I become a farm worker, later cheese maker. I am a"
210,farm worker,"['farm worker', 'farmgirl', 'farmboy']","When I was around five years old, we became migrant farm workers and traveled to many states in pursuit of seasonal work.","When I was around five years old, we became migrant [ROLE NOUN]s and traveled to many states in pursuit of seasonal work.",simple,"When I was around five years old, we became migrant farm workers and traveled to many states in pursuit of seasonal work. I am a"
211,farm worker,"['farm worker', 'farmgirl', 'farmboy']","Originally a farm worker, I grew up in the countryside cutting my film making teeth with home-made western movies, filmed with my first camcorder and some friends.","Originally a [ROLE NOUN], I grew up in the countryside cutting my film making teeth with home-made western movies, filmed with my first camcorder and some friends.",simple,"Originally a farm worker, I grew up in the countryside cutting my film making teeth with home-made western movies, filmed with my first camcorder and some friends. I am a"
212,farm worker,"['farm worker', 'farmgirl', 'farmboy']",I was raised a Polish farm worker in a suburban Newcastle home.,I was raised a Polish [ROLE NOUN] in a suburban Newcastle home.,simple,I was raised a Polish farm worker in a suburban Newcastle home. I am a
213,farm worker,"['farm worker', 'farmgirl', 'farmboy']",I hope you enjoy the eclectic offerings of this fourth generation farm worker!,I hope you enjoy the eclectic offerings of this fourth generation [ROLE NOUN]!,simple,I hope you enjoy the eclectic offerings of this fourth generation farm worker! I am a
214,farm worker,"['farm worker', 'farmgirl', 'farmboy']","After moving to the country in 2014, I embarked on life as a rural farm worker.","After moving to the country in 2014, I embarked on life as a rural [ROLE NOUN].",simple,"After moving to the country in 2014, I embarked on life as a rural farm worker. I am a"
215,farm worker,"['farm worker', 'farmgirl', 'farmboy']","I am a farm worker, born and raised in Colorado.","I am a [ROLE NOUN], born and raised in Colorado.",simple,"I am a farm worker, born and raised in Colorado. I am a"
216,farm worker,"['farm worker', 'farmgirl', 'farmboy']","We no longer own the 20 acres, but that doesn’t change me from being a farm worker at heart.","We no longer own the 20 acres, but that doesn’t change me from being a [ROLE NOUN] at heart.",simple,"We no longer own the 20 acres, but that doesn’t change me from being a farm worker at heart. I am a"
217,farm worker,"['farm worker', 'farmgirl', 'farmboy']",Pingback: Champions Award – fourth generation farm worker I just wanted to thank you for all the time you spent reading my posts and commenting on them.,Pingback: Champions Award – fourth generation [ROLE NOUN] I just wanted to thank you for all the time you spent reading my posts and commenting on them.,simple,Pingback: Champions Award – fourth generation farm worker I just wanted to thank you for all the time you spent reading my posts and commenting on them. I am a
218,farm worker,"['farm worker', 'farmgirl', 'farmboy']",I'm a 42-year-old former cultured California chick happily turned manure mucking Missouri farm worker.,I'm a 42-year-old former cultured California chick happily turned manure mucking Missouri [ROLE NOUN].,simple,I'm a 42-year-old former cultured California chick happily turned manure mucking Missouri farm worker. I am a
219,fencer,"['fencer', 'swordswoman', 'swordsman']","I have a few ‘bits of paper’ that say I was a teacher, an international fencer, and an instructor of various outdoor activities in previous lives.","I have a few ‘bits of paper’ that say I was a teacher, an international [ROLE NOUN], and an instructor of various outdoor activities in previous lives.",simple,"I have a few ‘bits of paper’ that say I was a teacher, an international fencer, and an instructor of various outdoor activities in previous lives. I am a"
220,fencer,"['fencer', 'swordswoman', 'swordsman']","Finally, I am also an avid fencer, hobbyist writer, and coffee fanatic!","Finally, I am also an avid [ROLE NOUN], hobbyist writer, and coffee fanatic!",simple,"Finally, I am also an avid fencer, hobbyist writer, and coffee fanatic! I am a"
221,fencer,"['fencer', 'swordswoman', 'swordsman']","I’m a fencer, want be fighter, and a lover of all things food.","I’m a [ROLE NOUN], want be fighter, and a lover of all things food.",simple,"I’m a fencer, want be fighter, and a lover of all things food. I am a"
222,fencer,"['fencer', 'swordswoman', 'swordsman']",I am a ex-fencer and currently pursuing my career in digital marketing.,I am a ex-[ROLE NOUN] and currently pursuing my career in digital marketing.,simple,I am a ex-fencer and currently pursuing my career in digital marketing. I am a
223,fencer,"['fencer', 'swordswoman', 'swordsman']",I was a competitive fencer for the Ryerson Varsity Fencing Team.,I was a competitive [ROLE NOUN] for the Ryerson Varsity Fencing Team.,simple,I was a competitive fencer for the Ryerson Varsity Fencing Team. I am a
224,fencer,"['fencer', 'swordswoman', 'swordsman']",Every step I’ve taken has been to optimize my training to make myself a better fencer in every way I can think of.,Every step I’ve taken has been to optimize my training to make myself a better [ROLE NOUN] in every way I can think of.,simple,Every step I’ve taken has been to optimize my training to make myself a better fencer in every way I can think of. I am a
225,firefighter,"['firefighter', 'firewoman', 'fireman']",I am a Former firefighter with the Byram Fire Department and I LOVE it!,I am a Former [ROLE NOUN] with the Byram Fire Department and I LOVE it!,simple,I am a Former firefighter with the Byram Fire Department and I LOVE it! I am a
226,firefighter,"['firefighter', 'firewoman', 'fireman']",I’ve been an air traffic controller for the past 26 and 1/2 years and I was a volunteer firefighter for 10 years.,I’ve been an air traffic controller for the past 26 and 1/2 years and I was a volunteer [ROLE NOUN] for 10 years.,simple,I’ve been an air traffic controller for the past 26 and 1/2 years and I was a volunteer firefighter for 10 years. I am a
227,firefighter,"['firefighter', 'firewoman', 'fireman']","Active in the community, I am a Volunteer Applegate firefighter and EMT, and a Lion’s Club member.","Active in the community, I am a Volunteer Applegate [ROLE NOUN] and EMT, and a Lion’s Club member.",simple,"Active in the community, I am a Volunteer Applegate firefighter and EMT, and a Lion’s Club member. I am a"
228,firefighter,"['firefighter', 'firewoman', 'fireman']","With the help of medical experience from the military, I was fortunate enough to continue serving my community and got hired as a firefighter/ EMT for the local town I grew up in.","With the help of medical experience from the military, I was fortunate enough to continue serving my community and got hired as a [ROLE NOUN]/ EMT for the local town I grew up in.",simple,"With the help of medical experience from the military, I was fortunate enough to continue serving my community and got hired as a firefighter/ EMT for the local town I grew up in. I am a"
